"InvEventFK","newtaxa","InvCount.sum"
"CBay13_0061","Pisidium lilljeborgi",133
"CBay13_0061","Pisidium nitidum",2
"CBay13_0061","Pisidium punctatum",2
"CBay13_0061","Platyhelminthes",5
"CBay13_0061","Polypedilum scalaenum group",1
"CBay13_0061","Procladius",2
"CBay13_0061","Sphaerium striatinum",12
"CBay13_0061","Spirosperma ferox",163
"CBay13_0061","Stempellinella",1
"CBay13_0061","Stylaria lacustris",50
"CBay13_0061","Tanytarsus",4
"CBay13_0062","Bythotrephes longimanus",5
"CBay13_0062","Diporeia",135
"CBay13_0062","Harnischia",1
"CBay13_0062","Heterotrissocladius marcidus group",1
"CBay13_0062","Heterotrissocladius subpilosus group",1
"CBay13_0062","Lebertia",1
"CBay13_0062","Limnodrilus hoffmeisteri",6
"CBay13_0062","Nematoda",24
"CBay13_0062","Pisidium fallax",61
"CBay13_0062","Procladius",2
"CBay13_0063","Caecidotea racovitzai",1
"CBay13_0063","Diporeia",140
"CBay13_0063","Harnischia",2
"CBay13_0063","Heterotrissocladius marcidus group",1
"CBay13_0063","Hygrobates",1
"CBay13_0063","Limnodrilus hoffmeisteri",11
"CBay13_0063","Manayunkia speciosa",9
"CBay13_0063","Nematoda",1
"CBay13_0063","Parakiefferiella",1
"CBay13_0063","Pisidium casertanum",60
"CBay13_0063","Procladius",10
"CBay13_0063","Spirosperma ferox",136
"CBay13_0063","Tanytarsus",6
"CBay13_0063","Tubificinae With setal hair chaeta",2
"CBay13_0063","Valvata lewisi",4
"CBay13_0063","Valvata tricarinata",1
"CBay13_0064","Amnicola limosa",61
"CBay13_0064","Aulodrilus americanus",41
"CBay13_0064","Caenis hilaris",28
"CBay13_0064","Cladotanytarsus mancus group",8
"CBay13_0064","Cladotanytarsus vanderwulpi group Sp. 3",8
"CBay13_0064","Cryptochironomus",24
"CBay13_0064","Demicryptochironomus",2
"CBay13_0064","Desserobdella picta",2
"CBay13_0064","Dicrotendipes",5
"CBay13_0064","Elliptio complanata",1
"CBay13_0064","Gammarus fasciatus",45
"CBay13_0064","Gyraulus parvus",6
"CBay13_0064","Helicopsyche borealis",2
"CBay13_0064","Helobdella stagnalis",7
"CBay13_0064","Hexagenia limbata",1
"CBay13_0064","Lebertia",2
"CBay13_0064","Molanna flavicornis",4
"CBay13_0064","Mystacides sepulchralis",3
"CBay13_0064","Nematoda",4
"CBay13_0064","Oecetis inconspicua complex sp. A",7
"CBay13_0064","Oecetis nocturna",1
"CBay13_0064","Paracladopelma",2
"CBay13_0064","Phylocentropus placidus",19
"CBay13_0064","Physa",5
"CBay13_0064","Pisidium dubium",234
"CBay13_0064","Pisidium fallax",7
"CBay13_0064","Pisidium moitessierianum",2
"CBay13_0064","Pisidium nitidum f. pauperculum",3
"CBay13_0064","Pisidium walkeri",1
"CBay13_0064","Potthastia longimana",1
"CBay13_0064","Procladius",4
"CBay13_0064","Pseudochironomus",6
"CBay13_0064","Sparbarus lacustris",3
"CBay13_0064","Sphaerium striatinum",21
"CBay13_0064","Spirosperma ferox",12
"CBay13_0064","Stictochironomus",13
"CBay13_0064","Stylaria lacustris",4
"CBay13_0064","Tribelos jucundum",10
"CBay13_0064","Uncinais uncinata",1
"CBay13_0064","Unionicola",1
"CBay13_0064","Valvata tricarinata",15
"CBay13_0065","Amnicola limosa",44
"CBay13_0065","Cladotanytarsus mancus group",17
"CBay13_0065","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0065","Cryptochironomus",7
"CBay13_0065","Lebertia",1
"CBay13_0065","Limnodrilus hoffmeisteri",4
"CBay13_0065","Nematoda",2
"CBay13_0065","Pisidium fallax",44
"CBay13_0065","Pseudochironomus",1
"CBay13_0065","Sparbarus maculatus",1
"CBay13_0065","Sphaerium striatinum",9
"CBay13_0065","Valvata tricarinata",2
"CBay13_0066","Ablabesmyia annulata",1
"CBay13_0066","Amnicola limosa",7
"CBay13_0066","Arcteonais lomondi",13
"CBay13_0066","Aulodrilus americanus",7
"CBay13_0066","Cladotanytarsus mancus group",3
"CBay13_0066","Cryptochironomus",4
"CBay13_0066","Gammarus fasciatus",8
"CBay13_0066","Heterotrissocladius marcidus group",2
"CBay13_0066","Hexagenia limbata",1
"CBay13_0066","Lymnaea",1
"CBay13_0066","Marstonia lustrica",4
"CBay13_0066","Monodiamesa depectinata",1
"CBay13_0066","Musculium transversum",2
"CBay13_0066","Nematoda",8
"CBay13_0066","Oecetis nocturna",1
"CBay13_0066","Pisidium fallax",111
"CBay13_0066","Platyhelminthes",1
"CBay13_0066","Polypedilum scalaenum group",4
"CBay13_0066","Procladius",3
"CBay13_0066","Sphaerium striatinum",3
"CBay13_0066","Spirosperma ferox",28
"CBay13_0066","Tanytarsus",1
"CBay13_0066","Valvata tricarinata",1
"CBay13_0067","Bythotrephes longimanus",3
"CBay13_0067","Diporeia",50
"CBay13_0067","Hygrobates",1
"CBay13_0067","Limnodrilus claparedianus",1
"CBay13_0067","Limnodrilus hoffmeisteri",37
"CBay13_0067","Limnodrilus profundicola",2
"CBay13_0067","Nematoda",17
"CBay13_0067","Paralauterborniella nigrohalterale",1
"CBay13_0067","Pisidium fallax",49
"CBay13_0067","Procladius",4
"CBay13_0067","Protanypus",4
"CBay13_0067","Stempellinella",1
"CBay13_0067","Stictochironomus",1
"CBay13_0067","Tanytarsus",1
"CBay13_0067","Tubificinae With setal hair chaeta",20
"CBay13_0068","Amnicola limosa",12
"CBay13_0068","Bythotrephes longimanus",1
"CBay13_0068","Caecidotea racovitzai",1
"CBay13_0068","Chironomus",2
"CBay13_0068","Diporeia",33
"CBay13_0068","Gammarus fasciatus",1
"CBay13_0068","Harnischia",3
"CBay13_0068","Hexagenia limbata",4
"CBay13_0068","Limnodrilus hoffmeisteri",51
"CBay13_0068","Lirceus",2
"CBay13_0068","Manayunkia speciosa",56
"CBay13_0068","Microtendipes pedellus group",1
"CBay13_0068","Musculium transversum",5
"CBay13_0068","Mystacides sepulchralis",1
"CBay13_0068","Nematoda",5
"CBay13_0068","Oecetis nocturna",1
"CBay13_0068","Pagastiella",1
"CBay13_0068","Parakiefferiella",1
"CBay13_0068","Pisidium fallax",4
"CBay13_0068","Procladius",57
"CBay13_0068","Sparganophilidae",2
"CBay13_0068","Sphaerium striatinum",4
"CBay13_0068","Spirosperma ferox",19
"CBay13_0068","Stempellinella",5
"CBay13_0068","Stylaria lacustris",4
"CBay13_0068","Tanytarsus",8
"CBay13_0068","Tubificinae With setal hair chaeta",1
"CBay13_0068","Valvata lewisi",1
"CBay13_0069","Amnicola limosa",1
"CBay13_0069","Arcteonais lomondi",5
"CBay13_0069","Cladotanytarsus vanderwulpi group Sp. 3",5
"CBay13_0069","Cryptochironomus",3
"CBay13_0069","Gammarus fasciatus",3
"CBay13_0069","Lebertia",1
"CBay13_0069","Limnodrilus hoffmeisteri",31
"CBay13_0069","Oecetis nocturna",3
"CBay13_0069","Pisidium amnicum",53
"CBay13_0069","Pisidium fallax",7
"CBay13_0069","Polypedilum scalaenum group",1
"CBay13_0069","Pseudochironomus",8
"CBay13_0069","Sphaerium striatinum",4
"CBay13_0069","Tubificinae With setal hair chaeta",1
"CBay13_0069","Uncinais uncinata",2
"CBay13_0069","Valvata tricarinata",3
"CBay13_0070","Ablabesmyia annulata",2
"CBay13_0070","Arcteonais lomondi",2
"CBay13_0070","Bythotrephes longimanus",1
"CBay13_0070","Crassiclitellata",1
"CBay13_0070","Demicryptochironomus",3
"CBay13_0070","Diporeia",229
"CBay13_0070","Harnischia",4
"CBay13_0070","Heterotrissocladius marcidus group",8
"CBay13_0070","Limnodrilus hoffmeisteri",5
"CBay13_0070","Monodiamesa tuberculata",1
"CBay13_0070","Nematoda",18
"CBay13_0070","Piona",5
"CBay13_0070","Pisidium fallax",96
"CBay13_0070","Polypedilum halterale group",1
"CBay13_0070","Procladius",5
"CBay13_0070","Protanypus",1
"CBay13_0070","Sphaerium striatinum",1
"CBay13_0070","Spirosperma ferox",118
"CBay13_0070","Stempellinella",2
"CBay13_0070","Valvata lewisi",2
"CBay13_0072","Amnicola limosa",8
"CBay13_0072","Arcteonais lomondi",1
"CBay13_0072","Caecidotea racovitzai",2
"CBay13_0072","Cincinnatia cincinnatiensis",7
"CBay13_0072","Cladotanytarsus mancus group",3
"CBay13_0072","Crassiclitellata",1
"CBay13_0072","Cryptochironomus",1
"CBay13_0072","Gammarus fasciatus",22
"CBay13_0072","Helobdella stagnalis",3
"CBay13_0072","Heterotrissocladius marcidus group",1
"CBay13_0072","Hexagenia limbata",2
"CBay13_0072","Hygrobates",1
"CBay13_0072","Limnodrilus hoffmeisteri",6
"CBay13_0072","Manayunkia speciosa",102
"CBay13_0072","Microtendipes pedellus group",70
"CBay13_0072","Mideopsis",1
"CBay13_0072","Mystacides sepulchralis",1
"CBay13_0072","Nematoda",42
"CBay13_0072","Oecetis nocturna",2
"CBay13_0072","Phylocentropus placidus",8
"CBay13_0072","Pisidium fallax",69
"CBay13_0072","Platyhelminthes",6
"CBay13_0072","Probezzia",3
"CBay13_0072","Procladius",72
"CBay13_0072","Ripistes parasita",1
"CBay13_0072","Sphaerium striatinum",5
"CBay13_0072","Spirosperma ferox",151
"CBay13_0072","Stylaria lacustris",15
"CBay13_0072","Tanytarsus",48
"CBay13_0072","Tribelos jucundum",1
"CBay13_0072","Valvata tricarinata",4
"CBay13_0073","Ablabesmyia annulata",2
"CBay13_0073","Amnicola limosa",7
"CBay13_0073","Aulodrilus americanus",18
"CBay13_0073","Campeloma decisum",4
"CBay13_0073","Cincinnatia cincinnatiensis",4
"CBay13_0073","Cladotanytarsus mancus group",54
"CBay13_0073","Cryptochironomus",3
"CBay13_0073","Cryptotendipes",2
"CBay13_0073","Elliptio complanata",1
"CBay13_0073","Enchytraeidae",1
"CBay13_0073","Gammarus fasciatus",5
"CBay13_0073","Helobdella papillata",1
"CBay13_0073","Heterotrissocladius marcidus group",4
"CBay13_0073","Hexagenia limbata",10
"CBay13_0073","Hydra",1
"CBay13_0073","Hygrobates",1
"CBay13_0073","Lymnaea",1
"CBay13_0073","Manayunkia speciosa",14
"CBay13_0073","Mideopsis",1
"CBay13_0073","Musculium transversum",5
"CBay13_0073","Nematoda",84
"CBay13_0073","Oecetis nocturna",2
"CBay13_0073","Phylocentropus placidus",4
"CBay13_0073","Pisidium amnicum",1
"CBay13_0073","Pisidium dubium",1
"CBay13_0073","Pisidium nitidum",66
"CBay13_0073","Platyhelminthes",3
"CBay13_0073","Polypedilum halterale group",2
"CBay13_0073","Procladius",22
"CBay13_0073","Pseudochironomus",2
"CBay13_0073","Sphaerium striatinum",10
"CBay13_0073","Spirosperma ferox",104
"CBay13_0073","Stylodrilus heringianus",3
"CBay13_0073","Tanytarsus",9
"CBay13_0074","Campeloma decisum",1
"CBay13_0074","Enchytraeidae",2
"CBay13_0074","Pisidium casertanum",6
"CBay13_0074","Pisidium fallax",1
"CBay13_0074","Pisidium nitidum",1
"CBay13_0074","Polypedilum halterale group",8
"CBay13_0074","Robackia demeijerei",26
"CBay13_0074","Sphaerium striatinum",5
"CBay13_0074","Stictochironomus",25
"CBay13_0074","Uncinais uncinata",7
"CBay13_0075","Caecidotea racovitzai",5
"CBay13_0075","Caenis hilaris",1
"CBay13_0075","Campeloma decisum",1
"CBay13_0075","Corduliidae",1
"CBay13_0075","Crassiclitellata",8
"CBay13_0075","Demicryptochironomus",1
"CBay13_0075","Gammarus fasciatus",46
"CBay13_0075","Glossiphonia complanata",1
"CBay13_0075","Glyptotendipes",178
"CBay13_0075","Helisoma anceps",1
"CBay13_0075","Heterotrissocladius marcidus group",1
"CBay13_0075","Macronychus glabratus",4
"CBay13_0075","Manayunkia speciosa",16
"CBay13_0075","Nematoda",10
"CBay13_0075","Nyctiophylax",4
"CBay13_0075","Oecetis nocturna",1
"CBay13_0075","Physa",1
"CBay13_0075","Pisidium casertanum",74
"CBay13_0075","Polycentropus",1
"CBay13_0075","Polypedilum sordens",1
"CBay13_0075","Sparganophilidae",53
"CBay13_0075","Sphaerium striatinum",1
"CBay13_0075","Spirosperma ferox",1
"CBay13_0076","Amnicola limosa",74
"CBay13_0076","Bythotrephes longimanus",2
"CBay13_0076","Cladotanytarsus mancus group",107
"CBay13_0076","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0076","Crassiclitellata",1
"CBay13_0076","Cryptochironomus",2
"CBay13_0076","Gammarus fasciatus",9
"CBay13_0076","Lebertia",4
"CBay13_0076","Limnesia",1
"CBay13_0076","Limnodrilus hoffmeisteri",30
"CBay13_0076","Lymnaea",3
"CBay13_0076","Manayunkia speciosa",126
"CBay13_0076","Musculium transversum",4
"CBay13_0076","Nematoda",36
"CBay13_0076","Oecetis nocturna",1
"CBay13_0076","Palmacorixa janeae",1
"CBay13_0076","Phylocentropus placidus",1
"CBay13_0076","Pisidium amnicum",1
"CBay13_0076","Pisidium fallax",2
"CBay13_0076","Pisidium lilljeborgi",209
"CBay13_0076","Pisidium nitidum f. pauperculum",5
"CBay13_0076","Polypedilum halterale group",2
"CBay13_0076","Polypedilum scalaenum group",19
"CBay13_0076","Probezzia",6
"CBay13_0076","Procladius",9
"CBay13_0076","Spirosperma ferox",170
"CBay13_0076","Stempellina",1
"CBay13_0076","Stempellinella",1
"CBay13_0076","Stictochironomus",1
"CBay13_0076","Tanytarsus",8
"CBay13_0076","Tubificinae With setal hair chaeta",3
"CBay13_0076","Valvata tricarinata",2
"CBay13_0077","Amnicola limosa",32
"CBay13_0077","Cladotanytarsus mancus group",22
"CBay13_0077","Cladotanytarsus Species Group B",1
"CBay13_0077","Cryptochironomus",6
"CBay13_0077","Enchytraeidae",2
"CBay13_0077","Gammarus fasciatus",1
"CBay13_0077","Hygrobates",3
"CBay13_0077","Nais variabilis",5
"CBay13_0077","Pisidium fallax",1
"CBay13_0077","Pisidium subtruncatum",31
"CBay13_0077","Sphaerium striatinum",9
"CBay13_0077","Stictochironomus",114
"CBay13_0077","Uncinais uncinata",65
"CBay13_0079","Bythotrephes longimanus",1
"CBay13_0079","Ceraclea",1
"CBay13_0079","Diporeia",128
"CBay13_0079","Harnischia",7
"CBay13_0079","Hexagenia limbata",5
"CBay13_0079","Lebertia",1
"CBay13_0079","Limnodrilus hoffmeisteri",6
"CBay13_0079","Musculium transversum",2
"CBay13_0079","Nematoda",20
"CBay13_0079","Pisidium nitidum",2
"CBay13_0079","Polypedilum halterale group",1
"CBay13_0079","Probezzia",1
"CBay13_0079","Procladius",7
"CBay13_0079","Sphaerium striatinum",12
"CBay13_0079","Spirosperma ferox",69
"CBay13_0079","Tanytarsus",3
"CBay13_0079","Valvata lewisi",4
"CBay13_0079","Valvata tricarinata",1
"CBay13_0083","Amnicola limosa",1
"CBay13_0083","Chaetogaster diaphanus",3
"CBay13_0083","Cladotanytarsus mancus group",5
"CBay13_0083","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0083","Enchytraeidae",13
"CBay13_0083","Gammarus fasciatus",1
"CBay13_0083","Paracladopelma",1
"CBay13_0083","Pisidium fallax",3
"CBay13_0083","Polypedilum halterale group",10
"CBay13_0083","Robackia demeijerei",30
"CBay13_0083","Sphaerium striatinum",4
"CBay13_0083","Stictochironomus",3
"CBay13_0084","Amnicola limosa",4
"CBay13_0084","Bythotrephes longimanus",1
"CBay13_0084","Caecidotea racovitzai",12
"CBay13_0084","Caenis hilaris",1
"CBay13_0084","Chironomus",8
"CBay13_0084","Enchytraeidae",1
"CBay13_0084","Gammarus fasciatus",5
"CBay13_0084","Harnischia",5
"CBay13_0084","Helobdella stagnalis",1
"CBay13_0084","Limnodrilus hoffmeisteri",48
"CBay13_0084","Manayunkia speciosa",75
"CBay13_0084","Marstonia lustrica",1
"CBay13_0084","Microtendipes pedellus group",1
"CBay13_0084","Musculium transversum",2
"CBay13_0084","Nematoda",27
"CBay13_0084","Oecetis nocturna",1
"CBay13_0084","Phylocentropus placidus",1
"CBay13_0084","Pisidium nitidum f. pauperculum",2
"CBay13_0084","Procladius",55
"CBay13_0084","Sparganophilidae",1
"CBay13_0084","Sphaerium nitidum",20
"CBay13_0084","Sphaerium striatinum",3
"CBay13_0084","Spirosperma ferox",20
"CBay13_0084","Stylaria lacustris",2
"CBay13_0084","Tanytarsus",6
"CBay13_0084","Tubificinae With setal hair chaeta",2
"CBay13_0084","Valvata lewisi",2
"CBay13_0085","Ablabesmyia annulata",1
"CBay13_0085","Amnicola limosa",56
"CBay13_0085","Arcteonais lomondi",5
"CBay13_0085","Caenis hilaris",7
"CBay13_0085","Chaetogaster diaphanus",1
"CBay13_0085","Cladotanytarsus vanderwulpi group Sp. 3",2
"CBay13_0085","Crassiclitellata",1
"CBay13_0085","Cryptochironomus",9
"CBay13_0085","Gyraulus parvus",4
"CBay13_0085","Lebertia",3
"CBay13_0085","Limnodrilus hoffmeisteri",27
"CBay13_0085","Lymnaea",5
"CBay13_0085","Monodiamesa depectinata",1
"CBay13_0085","Nematoda",12
"CBay13_0085","Oecetis nocturna",22
"CBay13_0085","Physa",1
"CBay13_0085","Piguetiella michiganensis",10
"CBay13_0085","Pisidium dubium",1
"CBay13_0085","Pisidium fallax",1
"CBay13_0085","Pisidium nitidum",22
"CBay13_0085","Platyhelminthes",4
"CBay13_0085","Pseudochironomus",6
"CBay13_0085","Sphaerium striatinum",9
"CBay13_0085","Spirosperma ferox",1
"CBay13_0085","Stictochironomus",1
"CBay13_0085","Tubificinae With setal hair chaeta",1
"CBay13_0085","Uncinais uncinata",1
"CBay13_0085","Valvata tricarinata",14
"CBay13_0086","Amnicola limosa",25
"CBay13_0086","Bythotrephes longimanus",3
"CBay13_0086","Caenis hilaris",1
"CBay13_0086","Cincinnatia cincinnatiensis",39
"CBay13_0086","Cladotanytarsus mancus group",5
"CBay13_0086","Demicryptochironomus",1
"CBay13_0086","Gammarus fasciatus",9
"CBay13_0086","Heterotrissocladius marcidus group",2
"CBay13_0086","Hyalella",12
"CBay13_0086","Lebertia",1
"CBay13_0086","Limnodrilus hoffmeisteri",3
"CBay13_0086","Mystacides sepulchralis",2
"CBay13_0086","Oecetis nocturna",1
"CBay13_0086","Palmacorixa gillettei",1
"CBay13_0086","Pisidium compressum",2
"CBay13_0086","Pisidium fallax",101
"CBay13_0086","Pisidium nitidum f. pauperculum",1
"CBay13_0086","Polypedilum scalaenum group",3
"CBay13_0086","Sphaerium striatinum",3
"CBay13_0086","Spirosperma ferox",5
"CBay13_0086","Stempellina",6
"CBay13_0086","Stempellinella",1
"CBay13_0086","Tanytarsus",4
"CBay13_0086","Tubificinae With setal hair chaeta",1
"CBay13_0086","Valvata tricarinata",1
"CBay13_0087","Amnicola limosa",6
"CBay13_0087","Arcteonais lomondi",27
"CBay13_0087","Aulodrilus americanus",5
"CBay13_0087","Bythotrephes longimanus",3
"CBay13_0087","Cincinnatia cincinnatiensis",1
"CBay13_0087","Cladotanytarsus mancus group",16
"CBay13_0087","Cryptotendipes",6
"CBay13_0087","Diporeia",6
"CBay13_0087","Ephemera simulans",1
"CBay13_0087","Heterotrissocladius marcidus group",2
"CBay13_0087","Manayunkia speciosa",8
"CBay13_0087","Nematoda",13
"CBay13_0087","Paracladopelma",1
"CBay13_0087","Pisidium fallax",47
"CBay13_0087","Polypedilum scalaenum group",11
"CBay13_0087","Procladius",8
"CBay13_0087","Sphaerium striatinum",9
"CBay13_0087","Spirosperma ferox",123
"CBay13_0087","Valvata lewisi",1
"CBay13_0088","Amnicola limosa",1
"CBay13_0088","Arcteonais lomondi",8
"CBay13_0088","Caecidotea racovitzai",1
"CBay13_0088","Chaetogaster diaphanus",1
"CBay13_0088","Cladotanytarsus mancus group",17
"CBay13_0088","Enchytraeidae",3
"CBay13_0088","Gammarus fasciatus",2
"CBay13_0088","Limnesia",1
"CBay13_0088","Limnodrilus hoffmeisteri",10
"CBay13_0088","Nematoda",1
"CBay13_0088","Physa",3
"CBay13_0088","Pisidium fallax",3
"CBay13_0088","Polypedilum scalaenum group",8
"CBay13_0088","Pseudochironomus",1
"CBay13_0088","Robackia demeijerei",1
"CBay13_0088","Stempellina",1
"CBay13_0088","Tubificinae With setal hair chaeta",4
"CBay13_0088","Uncinais uncinata",5
"CBay13_0090","Ablabesmyia annulata",3
"CBay13_0090","Amnicola limosa",7
"CBay13_0090","Caenis hilaris",3
"CBay13_0090","Cladotanytarsus mancus group",52
"CBay13_0090","Cryptochironomus",109
"CBay13_0090","Demicryptochironomus",3
"CBay13_0090","Enchytraeidae",2
"CBay13_0090","Gammarus fasciatus",4
"CBay13_0090","Gyraulus parvus",5
"CBay13_0090","Hygrobates",1
"CBay13_0090","Limnesia",3
"CBay13_0090","Limnodrilus hoffmeisteri",1
"CBay13_0090","Lymnaea",1
"CBay13_0090","Molanna flavicornis",1
"CBay13_0090","Nais variabilis",91
"CBay13_0090","Nematoda",2
"CBay13_0090","Oecetis nocturna",1
"CBay13_0090","Pisidium fallax",84
"CBay13_0090","Pisidium ferrugineum",1
"CBay13_0090","Robackia demeijerei",2
"CBay13_0090","Stictochironomus",22
"CBay13_0090","Thienemanniella lobapodema",5
"CBay13_0090","Tubificinae With setal hair chaeta",1
"CBay13_0090","Uncinais uncinata",5
"CBay13_0090","Valvata sincera",4
"CBay13_0091","Ablabesmyia annulata",1
"CBay13_0091","Amnicola limosa",6
"CBay13_0091","Arcteonais lomondi",10
"CBay13_0091","Caecidotea racovitzai",1
"CBay13_0091","Campeloma decisum",2
"CBay13_0091","Chaetogaster diaphanus",1
"CBay13_0091","Cladotanytarsus mancus group",3
"CBay13_0091","Cladotanytarsus Species Group A",2
"CBay13_0091","Cladotanytarsus Species Group B",1
"CBay13_0091","Cladotanytarsus vanderwulpi group sp. 3",4
"CBay13_0091","Crassiclitellata",3
"CBay13_0091","Cryptochironomus",5
"CBay13_0091","Gammarus fasciatus",10
"CBay13_0091","Lebertia",1
"CBay13_0091","Limnesia",1
"CBay13_0091","Limnodrilus hoffmeisteri",11
"CBay13_0091","Manayunkia speciosa",21
"CBay13_0091","Nais variabilis",9
"CBay13_0091","Nematoda",1
"CBay13_0091","Oecetis nocturna",2
"CBay13_0091","Paracladopelma",1
"CBay13_0091","Piona",1
"CBay13_0091","Pisidium fallax",2
"CBay13_0091","Platyhelminthes",5
"CBay13_0091","Polypedilum scalaenum group",5
"CBay13_0091","Sparbarus maculatus",1
"CBay13_0091","Sphaerium striatinum",36
"CBay13_0091","Stempellinella",1
"CBay13_0091","Stictochironomus",14
"CBay13_0091","Tanytarsus",2
"CBay13_0091","Uncinais uncinata",10
"CBay13_0092","Amnicola limosa",6
"CBay13_0092","Bythotrephes longimanus",2
"CBay13_0092","Caenis hilaris",8
"CBay13_0092","Cladotanytarsus mancus group",2
"CBay13_0092","Cladotanytarsus vanderwulpi group Sp. 3",1
"CBay13_0092","Enchytraeidae",2
"CBay13_0092","Gammarus fasciatus",2
"CBay13_0092","Helisoma anceps",1
"CBay13_0092","Lebertia",1
"CBay13_0092","Limnesia",2
"CBay13_0092","Limnodrilus hoffmeisteri",57
"CBay13_0092","Nais variabilis",4
"CBay13_0092","Nematoda",3
"CBay13_0092","Pisidium dubium",1
"CBay13_0092","Pisidium fallax",26
"CBay13_0092","Pisidium nitidum f. pauperculum",1
"CBay13_0092","Polypedilum scalaenum group",5
"CBay13_0092","Probezzia",1
"CBay13_0092","Sphaerium striatinum",3
"CBay13_0092","Stempellina",1
"CBay13_0092","Stictochironomus",1
"CBay13_0092","Tanytarsus",5
"CBay13_0092","Tubificinae With setal hair chaeta",1
"CBay13_0093","Ablabesmyia annulata",3
"CBay13_0093","Amnicola limosa",7
"CBay13_0093","Caecidotea racovitzai",6
"CBay13_0093","Cincinnatia cincinnatiensis",1
"CBay13_0093","Crassiclitellata",1
"CBay13_0093","Demicryptochironomus",1
"CBay13_0093","Gammarus fasciatus",4
"CBay13_0093","Gyraulus parvus",1
"CBay13_0093","Harnischia",1
"CBay13_0093","Heterotrissocladius marcidus group",1
"CBay13_0093","Hexagenia limbata",3
"CBay13_0093","Hygrobates",1
"CBay13_0093","Lasmigona",2
"CBay13_0093","Limnodrilus hoffmeisteri",1
"CBay13_0093","Manayunkia speciosa",4
"CBay13_0093","Nematoda",18
"CBay13_0093","Oecetis cinerascens",1
"CBay13_0093","Paraponyx",1
"CBay13_0093","Phylocentropus placidus",3
"CBay13_0093","Piona",1
"CBay13_0093","Pisidium dubium",271
"CBay13_0093","Polycentropus",8
"CBay13_0093","Polypedilum halterale group",1
"CBay13_0093","Procladius",8
"CBay13_0093","Sparganophilidae",7
"CBay13_0093","Spirosperma ferox",98
"CBay13_0093","Stictochironomus",6
"CBay13_0093","Tanytarsus",24
"CBay13_0093","Tubificinae With setal hair chaeta",2
"CBay13_0093","Valvata tricarinata",46
"CBay13_0094","Amnicola limosa",6
"CBay13_0094","Bythotrephes longimanus",4
"CBay13_0094","Cincinnatia cincinnatiensis",2
"CBay13_0094","Cryptochironomus",1
"CBay13_0094","Enchytraeidae",2
"CBay13_0094","Gammarus fasciatus",2
"CBay13_0094","Limnesia",1
"CBay13_0094","Limnodrilus hoffmeisteri",3
"CBay13_0094","Polypedilum halterale group",3
"CBay13_0094","Polypedilum tuberculum",1
"CBay13_0094","Robackia demeijerei",16
"CBay13_0094","Stylodrilus heringianus",1
"CBay13_0094","Tubificinae With setal hair chaeta",4
"CBay13_0094","Valvata lewisi",8
"CBay13_0095","Ablabesmyia annulata",8
"CBay13_0095","Amnicola limosa",56
"CBay13_0095","Caenis punctata",6
"CBay13_0095","Cladotanytarsus mancus group",3
"CBay13_0095","Cladotanytarsus vanderwulpi group Sp. 3",2
"CBay13_0095","Endochironomus",1
"CBay13_0095","Gammarus fasciatus",36
"CBay13_0095","Hemerodromia",1
"CBay13_0095","Hygrobates",2
"CBay13_0095","Lebertia",1
"CBay13_0095","Limnesia",1
"CBay13_0095","Limnodrilus hoffmeisteri",64
"CBay13_0095","Nais variabilis",18
"CBay13_0095","Orthocladius",1
"CBay13_0095","Parachironomus tenuicaudatus complex",14
"CBay13_0095","Piona",2
"CBay13_0095","Pisidium nitidum f. pauperculum",19
"CBay13_0095","Platyhelminthes",1
"CBay13_0095","Polycentropus",3
"CBay13_0095","Polypedilum halterale group",1
"CBay13_0095","Probezzia",1
"CBay13_0095","Pseudochironomus",2
"CBay13_0095","Sphaerium striatinum",6
"CBay13_0095","Stylaria lacustris",1
"CBay13_0095","Tanytarsus",3
"CBay13_0095","Tubificinae With setal hair chaeta",7
"CBay13_0097","Ablabesmyia annulata",2
"CBay13_0097","Amnicola limosa",7
"CBay13_0097","Arcteonais lomondi",8
"CBay13_0097","Cladotanytarsus mancus group",1
"CBay13_0097","Cladotanytarsus Species Group B",1
"CBay13_0097","Cladotanytarsus vanderwulpi group Sp. 3",9
"CBay13_0097","Cryptochironomus",24
"CBay13_0097","Gammarus fasciatus",2
"CBay13_0097","Hyalella",1
"CBay13_0097","Hygrobates",1
"CBay13_0097","Lebertia",4
"CBay13_0097","Limnodrilus hoffmeisteri",10
"CBay13_0097","Lymnaea",3
"CBay13_0097","Monodiamesa depectinata",4
"CBay13_0097","Oecetis inconspicua complex sp. A",20
"CBay13_0097","Paracladopelma",5
"CBay13_0097","Piguetiella michiganensis",4
"CBay13_0097","Pisidium dubium",1
"CBay13_0097","Pisidium fallax",66
"CBay13_0097","Pisidium nitidum",3
"CBay13_0097","Polypedilum scalaenum group",1
"CBay13_0097","Pseudochironomus",16
"CBay13_0097","Sphaerium striatinum",5
"CBay13_0097","Stictochironomus",1
"CBay13_0097","Thienemanniella lobapodema",1
"CBay13_0097","Uncinais uncinata",2
"CBay13_0097","Valvata tricarinata",14
"CBay13_0100","Amnicola limosa",47
"CBay13_0100","Arcteonais lomondi",1
